source,body_name,corner_label,morph,q,stage_index,user_stage,pole_freq_hz,pole_radius,zero_freq_hz,zero_radius,c0,c1,c2,c3,c4,stage_peak_db,cancellation_db,role,source_file
compiled-v1,sub_throat,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-1.0413327813148499,0.27398681640625,-1.0734366178512573,0.29058837890625,15.41,-17.69,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.39826053380966187,0.039999991944335456,-0.896988570690155,0.2029080244808421,18.89,-8.43,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-1.0413327813148499,0.27398681640625,-1.0734366178512573,0.29058837890625,15.41,-17.69,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.39826053380966187,0.039999991944335456,-0.896988570690155,0.2029080244808421,18.89,-8.43,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-1.1968386322259903,0.3581274449825287,-1.3280150890350342,0.44097900390625,10.21,-21.36,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.39996689558029175,0.039999965460310705,-1.0476933717727661,0.2744607514453037,12.22,-8.85,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-1.1968386322259903,0.3581274449825287,-1.3280150890350342,0.44097900390625,10.21,-21.36,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.39996689558029175,0.039999965460310705,-1.0476933717727661,0.2744607514453037,12.22,-8.85,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-1.0413327813148499,0.27398681640625,-1.0734366178512573,0.29058837890625,15.41,-17.69,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.39826053380966187,0.039999991944335456,-0.896988570690155,0.2029080244808421,18.89,-8.43,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-1.0413327813148499,0.27398681640625,-1.0734366178512573,0.29058837890625,15.41,-17.69,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.39826053380966187,0.039999991944335456,-0.896988570690155,0.2029080244808421,18.89,-8.43,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,sub_throat,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-1.262122705578804,0.39847656339406967,-1.435596227645874,0.5166015625,8.76,-22.97,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.8338387310504913,0.17428309679031373,-0.3994702398777008,0.040000001192092904,10.98,-12.03,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-1.262122705578804,0.39847656339406967,-1.435596227645874,0.5166015625,8.76,-22.97,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.8338387310504913,0.17428309679031373,-0.3994702398777008,0.040000001192092904,10.98,-12.03,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-0.8876036405563354,0.3751562535762787,-1.2564995288848877,0.47265625,9.59,-12.88,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.36552712321281433,0.039999991944335456,-0.8232642412185669,0.2029080244808421,20.72,-7.61,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-0.8876036405563354,0.3751562535762787,-1.2564995288848877,0.47265625,9.59,-12.88,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.36552712321281433,0.039999991944335456,-0.8232642412185669,0.2029080244808421,20.72,-7.61,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\tearing_shelf.peak_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-1.262122705578804,0.39847656339406967,-1.435596227645874,0.5166015625,8.76,-22.97,,trench-juce\plugin\assets\cartridges\tearing_shelf.raw.compiled.json
compiled-v1,tearing_shelf,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.8338387310504913,0.17428309679031373,-0.3994702398777008,0.040000001192092904,10.98,-12.03,,trench-juce\plugin\assets\cartridges\tearing_shelf.raw.compiled.json
